Student_ID,School_ID,Grade,Gender,Socioeconomic_Status,Attendance_Rate,Previous_Year_GPA,Dropout_Status
STU04552,SCH071,9,F,Medium,86.52178577475915,2.23,N
STU04553,SCH355,10,M,Medium,81.8572671073863,3.57,N
STU04554,SCH356,7,M,High,57.584707444096864,2.8,N
STU04555,SCH232,6,M,Low,53.58680631351722,2.85,N
STU04556,SCH008,5,M,Medium,86.02341761899663,2.95,N
STU04557,SCH240,5,M,High,76.00601908404276,1.19,N
STU04558,SCH264,6,F,High,76.39705446994665,2.78,N
STU04559,SCH268,1,M,Low,73.12313862940178,1.68,N
STU04560,SCH352,8,M,Medium,83.21648341498414,2.05,N
STU04561,SCH001,4,M,Low,77.89959905275622,2.14,N
STU04562,SCH172,4,M,Low,,3.12,N
STU04563,SCH354,10,M,Medium,75.18388738169172,2.02,N
STU04564,SCH296,10,M,Low,76.47970069873669,4.0,N
STU04565,SCH064,11,M,High,73.09448230266537,3.93,N
STU04566,SCH122,12,M,Low,81.03538642940137,2.43,N
STU04567,SCH044,6,F,Medium,72.6147797904008,2.02,N
STU04568,SCH268,5,M,Low,,1.52,N
STU04569,SCH371,8,F,High,89.39008786143522,3.55,Y
STU04570,SCH240,7,M,Low,60.111319500186255,2.33,Y
STU04571,SCH116,2,M,Low,51.390876205862064,2.76,N
STU04572,SCH232,8,M,Low,67.11585347961099,2.54,Y
STU04573,SCH499,1,F,High,88.26538359822285,2.3,N
STU04574,SCH241,1,F,Medium,89.01520186960538,2.48,N
STU04575,SCH007,4,F,Medium,77.51977497244266,2.65,N
STU04576,SCH391,12,F,Medium,93.9874182967661,2.97,N
STU04577,SCH346,2,M,Low,66.54289474520152,3.56,N
STU04578,SCH243,3,F,Medium,78.3621482324525,3.41,N
STU04579,SCH328,3,M,Medium,89.8555408670931,1.21,N
STU04580,SCH384,3,M,Low,85.43867810655463,2.59,N
STU04581,SCH349,7,M,Medium,74.58436183279377,2.7,N
STU04582,SCH208,3,F,Medium,82.24013470434346,2.66,Y
STU04583,SCH407,10,M,Low,70.26499146925526,3.39,N
STU04584,SCH235,12,Other,Medium,84.0912950910316,2.23,N
STU04585,SCH408,9,M,Medium,77.60059347424581,2.69,N
STU04586,SCH274,1,M,Medium,86.49685680100073,2.77,N
STU04587,SCH164,4,M,High,81.78198489995897,1.38,N
STU04588,SCH024,10,M,Medium,90.00473042005248,3.54,N
STU04589,SCH141,3,M,Medium,76.78917102088083,3.61,N
STU04590,SCH173,6,F,Medium,87.27128846989105,2.5,N
STU04591,SCH136,4,M,Medium,81.81961042763378,1.53,N
STU04592,SCH192,9,F,High,87.9018281273968,1.96,N
STU04593,SCH462,1,M,Low,58.7615465940992,3.19,N
STU04594,SCH355,11,M,Low,50,1.43,N
STU04595,SCH313,6,Other,Medium,84.85492605193535,2.71,N
STU04596,SCH125,4,M,Low,68.8778771837514,2.29,Y
STU04597,SCH338,5,M,Medium,100,2.34,N
STU04598,SCH005,11,F,Low,63.15371078317823,1.94,N
STU04599,SCH080,4,M,Low,65.99125453216857,2.93,Y
STU04600,SCH436,4,M,Low,74.62862443626769,1.46,N
STU04601,SCH475,5,M,High,88.03203729315439,2.81,N
STU04602,SCH033,11,M,Low,69.69646027675628,2.5,N
STU04603,SCH277,3,F,Low,79.33939175625682,1.93,N
STU04604,SCH234,12,F,Medium,97.46324345854686,3.19,N
STU04605,SCH407,11,F,Medium,74.24057770347862,1.75,N
STU04606,SCH275,1,F,High,81.62462599914475,2.97,N
STU04607,SCH217,5,M,Low,54.72217786866026,2.27,N
STU04608,SCH317,5,Other,Medium,88.6376351713342,2.45,N
STU04609,SCH143,3,F,Medium,87.07110012570165,1.75,N
STU04610,SCH143,1,M,High,94.75883498717796,2.07,N
STU04611,SCH355,12,F,Medium,,2.67,N
STU04612,SCH309,5,M,Medium,85.82462577224679,2.52,N
STU04613,SCH298,2,F,Low,58.994985424185955,2.29,Y
STU04614,SCH431,3,M,Low,75.0174687266963,1.54,N
STU04615,SCH217,8,M,Low,61.29973626949297,2.77,Y
STU04616,SCH185,4,M,Low,54.78050716923726,3.31,N
STU04617,SCH445,11,M,High,,1.63,N
STU04618,SCH315,3,F,Medium,95.86095706440112,2.4,N
STU04619,SCH068,8,F,High,83.34811647325644,2.15,Y
STU04620,SCH429,5,M,High,97.3843586178141,2.78,N
STU04621,SCH466,5,M,Medium,78.48677394721918,1.68,N
STU04622,SCH447,11,F,Medium,63.31758051832622,2.63,Y
STU04623,SCH321,1,M,Low,69.57977129423789,2.96,Y
STU04624,SCH463,5,M,Low,74.05615124314097,1.69,Y
STU04625,SCH357,11,F,Medium,69.54340161580974,3.31,N
STU04626,SCH119,4,F,High,86.12297148319935,2.6,N
STU04627,SCH085,7,M,Medium,76.3947961314009,2.74,N
STU04628,SCH088,11,M,Low,61.33852350656738,3.23,Y
STU04629,SCH474,3,M,Low,71.18846164965451,2.15,N
STU04630,SCH270,9,F,Medium,83.98668778121869,2.11,N
STU04631,SCH273,12,F,Low,53.644534427639925,1.9,Y
STU04632,SCH343,2,M,High,91.58573862176657,2.73,N
STU04633,SCH236,1,M,High,91.18838322874112,2.29,N
STU04634,SCH009,2,F,Medium,92.46453284576788,2.54,N
STU04635,SCH404,5,M,Low,70.62603062476758,1.26,N
STU04636,SCH278,8,M,Low,50,2.7,N
STU04637,SCH194,12,M,Low,63.601874770228086,2.35,N
STU04638,SCH230,6,M,Medium,82.58322367180315,3.61,N
STU04639,SCH209,2,M,Medium,78.19997242354886,2.62,N
STU04640,SCH417,11,M,High,86.6959292370694,2.76,N
STU04641,SCH176,11,F,High,76.33858405609253,3.25,N
STU04642,SCH430,5,M,Medium,76.1219989768938,2.73,N
STU04643,SCH174,6,M,Medium,72.61944164690951,2.64,N
STU04644,SCH237,2,M,High,91.54391713418343,3.67,N
STU04645,SCH474,10,M,Low,52.480208852465765,2.08,N
STU04646,SCH022,9,M,Low,71.58145941259315,2.73,N
STU04647,SCH267,7,M,Medium,86.44244041070003,1.83,N
STU04648,SCH457,11,F,Low,70.27345321526856,3.37,N
STU04649,SCH498,6,M,Low,64.58792644996858,2.76,N
STU04650,SCH402,11,F,Medium,84.07849336978816,1.67,N
STU04651,SCH403,12,F,Medium,92.47048340859997,2.85,N
STU04652,SCH264,8,M,Medium,93.44509469893751,1.79,N
STU04653,SCH107,2,F,High,96.58058336960384,1.58,N
STU04654,SCH279,7,F,Low,66.25877254138462,3.18,Y
STU04655,SCH338,11,M,Low,58.42291907122811,2.36,N
STU04656,SCH299,11,M,Low,70.49432212765903,2.01,N
STU04657,SCH250,4,M,Low,68.08170121807484,3.28,Y
STU04658,SCH484,8,F,High,78.93377027816676,2.64,Y
STU04659,SCH061,3,M,Low,65.91447002447399,2.5,N
STU04660,SCH279,2,F,Low,56.28525889830315,3.28,N
STU04661,SCH281,9,F,Low,,2.78,Y
STU04662,SCH420,2,F,Medium,68.54792296779534,2.18,N
STU04663,SCH011,2,M,Low,63.59092641831377,1.43,N
STU04664,SCH164,12,F,Medium,71.49572539841857,2.08,N
STU04665,SCH470,7,M,Low,69.18016613153912,2.04,N
STU04666,SCH314,6,M,Low,66.84955841927429,1.93,N
STU04667,SCH123,8,F,Low,61.3572606148375,2.25,N
STU04668,SCH154,6,M,High,97.32417161765245,3.24,Y
STU04669,SCH115,7,M,Medium,93.19819289825382,3.32,N
STU04670,SCH460,4,M,Low,67.0094330453276,1.64,N
STU04671,SCH272,7,M,Medium,76.14503766772755,3.43,N
STU04672,SCH050,11,M,Medium,70.62246568894007,1.62,N
STU04673,SCH192,5,M,Low,61.5520303982415,2.33,Y
STU04674,SCH405,10,F,Medium,87.1473061895565,2.68,N
STU04675,SCH238,2,M,Medium,68.37455548901194,2.98,N
STU04676,SCH097,10,F,High,84.88645172999874,2.39,N
STU04677,SCH403,2,Other,High,95.49419256402685,2.05,N
STU04678,SCH089,7,Other,Medium,80.4451886113509,2.91,N
STU04679,SCH403,1,F,Low,68.13813458715984,2.23,N
STU04680,SCH462,1,M,Medium,79.44593742434314,3.94,N
STU04681,SCH299,6,M,Low,79.84323603810198,2.83,N
STU04682,SCH130,1,M,Medium,89.24641266938184,1.75,N
STU04683,SCH209,1,M,Low,65.92477390943927,2.48,N
STU04684,SCH105,10,M,Medium,77.57267632298205,2.58,N
STU04685,SCH364,4,F,Low,68.0375974193369,2.28,N
STU04686,SCH355,2,F,Low,65.46887133897434,1.64,N
STU04687,SCH149,10,F,Low,,3.47,N
STU04688,SCH045,11,M,Low,67.55046671702604,2.49,Y
STU04689,SCH149,7,F,Low,90.16898621003477,1.55,N
STU04690,SCH026,6,M,Medium,66.12435555643025,3.7,N
STU04691,SCH155,10,F,Low,75.36768748839147,2.33,N
STU04692,SCH445,7,M,Low,65.40636539923486,2.81,N
STU04693,SCH494,6,M,Low,79.35567895621969,1.73,N
STU04694,SCH390,5,M,Medium,83.87779531559657,2.27,N
STU04695,SCH474,8,M,Low,67.04781717135018,1.72,Y
STU04696,SCH336,2,M,Low,75.01557963610526,3.14,N
STU04697,SCH407,9,F,Medium,82.09459553013747,2.35,N
STU04698,SCH370,2,F,Medium,83.90862279777907,1.96,N
STU04699,SCH410,3,F,Low,61.45256465411971,2.31,Y
STU04700,SCH266,5,F,Low,77.90294696565702,3.16,N
STU04701,SCH385,8,F,High,97.47723765869299,2.76,N
STU04702,SCH423,4,M,Low,,2.47,N
STU04703,SCH255,12,M,Low,82.76390767690704,1.62,N
STU04704,SCH382,12,F,Medium,90.09242565498612,4.0,N
STU04705,SCH434,12,M,Medium,83.49453316791785,3.49,N
STU04706,SCH396,2,F,High,,3.18,N
STU04707,SCH312,3,M,High,84.25717428516772,3.06,N
STU04708,SCH310,3,M,High,85.2351050724861,2.7,N
STU04709,SCH031,1,F,Medium,85.52805935774799,2.12,Y
STU04710,SCH014,6,M,Low,73.5035398682107,2.57,N
STU04711,SCH102,3,F,Low,,2.66,N
STU04712,SCH173,11,M,Low,61.24855669636922,3.23,N
STU04713,SCH270,6,M,Medium,85.37309893252772,2.14,N
STU04714,SCH375,1,M,Low,68.32501110163903,2.34,N
STU04715,SCH468,6,M,Medium,90.50607768617931,2.88,N
STU04716,SCH141,4,Other,Low,69.35569642177231,1.91,Y
STU04717,SCH295,12,M,High,95.25518965055718,1.99,N
STU04718,SCH085,9,F,Medium,85.47927819263603,2.59,N
STU04719,SCH364,5,F,Low,67.49649705381391,3.1,Y
STU04720,SCH124,6,F,Medium,74.89629650506141,1.16,N
STU04721,SCH266,3,F,Medium,70.46042175017318,3.76,N
STU04722,SCH484,8,F,Low,81.17739280069902,3.78,Y
STU04723,SCH205,2,F,Low,63.45614905791448,1.25,N
STU04724,SCH205,1,F,Low,,2.07,Y
STU04725,SCH384,9,F,Low,73.41541095880513,3.41,N
STU04726,SCH362,3,F,Medium,91.94244367633956,2.66,N
STU04727,SCH196,1,F,High,82.88124183247086,1.83,N
STU04728,SCH039,1,M,Low,67.03302149657148,2.99,N
STU04729,SCH175,4,M,Low,68.13505009796468,1.78,Y
STU04730,SCH380,4,M,Low,70.20534103033668,2.8,N
STU04731,SCH483,9,M,Low,56.43466875047857,1.95,N
STU04732,SCH414,1,F,Medium,90.50796779649254,2.34,N
STU04733,SCH144,12,M,Medium,97.71317841309165,2.85,N
STU04734,SCH005,3,F,Low,61.106950494485844,2.49,N
STU04735,SCH071,2,M,High,90.50706714110174,1.99,N
STU04736,SCH301,5,F,Low,67.69929441457899,2.99,N
STU04737,SCH495,9,M,Medium,81.76218637633677,2.92,N
STU04738,SCH274,4,M,Low,87.12254475459042,2.12,N
STU04739,SCH324,5,M,Medium,98.39416612856904,1.87,N
STU04740,SCH310,6,F,High,71.89851549305206,1.27,N
STU04741,SCH036,2,M,Medium,81.43363748938546,2.15,N
STU04742,SCH485,1,F,Medium,89.2074982420372,2.67,N
STU04743,SCH447,9,F,Low,,2.23,N
STU04744,SCH415,5,M,Medium,82.02830383129852,1.26,N
STU04745,SCH064,3,F,High,72.15242618389304,1.96,N
STU04746,SCH199,5,F,Low,86.46900015856757,2.63,N
STU04747,SCH357,5,M,High,85.29735003158,1.45,N
STU04748,SCH176,2,F,Low,74.55371586411194,3.41,N
STU04749,SCH456,12,M,High,74.013240262843,2.01,N
STU04750,SCH139,3,M,Medium,78.96612458412409,2.95,N
STU04751,SCH095,3,M,Medium,69.57204215610223,2.29,N
STU04752,SCH422,2,F,Medium,80.22095151163886,2.58,N
STU04753,SCH352,12,M,Low,74.5774282516953,1.96,N
STU04754,SCH495,12,F,Medium,83.00656398214731,1.95,N
STU04755,SCH230,4,F,Medium,,3.07,N
STU04756,SCH399,12,M,Medium,92.37549102406093,3.1,N
STU04757,SCH148,2,M,Medium,64.47362073425487,2.17,N
STU04758,SCH366,4,F,High,86.58390873602657,2.53,N
STU04759,SCH328,2,F,Medium,76.41045723042029,2.82,N
STU04760,SCH208,8,M,Medium,79.28154192806824,3.76,Y
STU04761,SCH071,4,F,Low,87.35873169934607,2.92,N
STU04762,SCH050,10,F,Low,75.88805363815818,2.55,N
STU04763,SCH034,10,M,High,86.12349995500013,3.53,N
STU04764,SCH268,10,F,High,81.9639894543545,2.32,N
STU04765,SCH296,2,Other,Low,61.36302433458307,2.44,N
STU04766,SCH131,4,M,High,86.5873854764985,3.16,N
STU04767,SCH124,1,M,Medium,89.03492052574728,2.12,N
STU04768,SCH155,11,F,High,74.18542744841928,2.15,N
STU04769,SCH470,6,M,Low,62.56524103156839,2.28,Y
STU04770,SCH370,8,M,Medium,89.9484508558234,3.89,N
STU04771,SCH235,1,F,Medium,85.98823361472874,2.35,N
STU04772,SCH125,2,M,Low,62.92622549596726,2.59,N
STU04773,SCH285,10,M,Low,58.37364991721281,2.58,N
STU04774,SCH498,7,M,Medium,78.6064986906544,2.65,Y
STU04775,SCH278,5,M,High,93.66033547203826,2.8,N
STU04776,SCH293,7,F,Low,60.82482654202845,2.95,N
STU04777,SCH343,6,M,Medium,,1.73,Y
STU04778,SCH350,12,F,High,81.16438537716003,2.8,N
STU04779,SCH011,5,M,Low,63.219400582201175,1.32,N
STU04780,SCH263,9,F,Medium,88.82430252153827,1.49,N
STU04781,SCH481,7,F,Medium,86.11857086814568,2.67,N
STU04782,SCH018,6,M,Low,72.08461665356036,3.75,N
STU04783,SCH080,8,M,Low,54.08258939279567,2.46,N
STU04784,SCH210,12,F,Low,62.789317639646264,2.8,N
STU04785,SCH147,8,F,Low,66.72535016746895,2.25,Y
STU04786,SCH242,4,M,Low,71.47278249111315,1.72,N
STU04787,SCH053,5,M,Medium,92.90289265925207,2.82,Y
STU04788,SCH471,10,F,Low,72.3421455823611,2.28,Y
STU04789,SCH096,5,F,Medium,69.74531625044456,1.75,Y
STU04790,SCH065,11,F,High,92.87134066992527,1.77,N
STU04791,SCH475,4,F,Low,89.7893045517324,1.58,N
STU04792,SCH017,12,F,Medium,77.18928095370002,3.6,N
STU04793,SCH376,4,F,Medium,89.79271807411047,2.62,N
STU04794,SCH140,5,M,Low,57.252130824304835,1.53,N
STU04795,SCH103,5,M,Medium,,3.55,N
STU04796,SCH184,11,M,Medium,81.48920007617463,1.7,N
STU04797,SCH477,2,F,Medium,65.33464455560785,1.81,N
STU04798,SCH077,6,F,Low,64.09074526000768,3.62,N
STU04799,SCH119,5,M,High,95.38506953786374,2.71,N
STU04800,SCH091,2,M,Low,,2.09,N
STU04801,SCH368,5,M,Medium,86.2451807800637,2.64,Y
STU04802,SCH355,7,F,Low,50,2.03,Y
STU04803,SCH381,5,F,Low,68.134271745827,2.12,Y
STU04804,SCH064,7,M,Medium,79.50328528228069,2.42,N
STU04805,SCH205,7,M,Low,64.3850767439707,3.42,N
STU04806,SCH321,12,F,Low,59.42831128170649,3.8,N
STU04807,SCH364,7,F,High,74.62953926903131,2.56,N
STU04808,SCH216,6,F,Low,72.75037123677787,2.59,N
STU04809,SCH152,4,M,Low,68.55673596058503,2.8,N
STU04810,SCH050,4,M,Low,58.97506135503536,1.71,N
STU04811,SCH081,5,F,Low,95.02537432724569,2.16,N
STU04812,SCH102,7,Other,Medium,80.5936995093759,1.37,N
STU04813,SCH105,3,M,Low,62.76309824076259,2.41,N
STU04814,SCH293,1,M,Medium,88.78252055942266,0.59,N
STU04815,SCH347,8,M,Medium,86.32912490462664,1.7,N
STU04816,SCH122,2,M,Low,67.5947656895594,1.77,N
STU04817,SCH494,4,F,Low,68.15613843259536,2.31,Y
STU04818,SCH170,1,F,Medium,66.58136424317443,2.17,N
STU04819,SCH327,8,F,Medium,75.45299385165347,1.22,N
STU04820,SCH214,5,M,Medium,83.14365641943488,1.59,N
STU04821,SCH127,2,M,Medium,83.57055289913613,3.03,N
STU04822,SCH119,6,F,Low,70.08044717987165,1.92,N
STU04823,SCH053,3,M,Medium,86.80990470933938,3.28,N
STU04824,SCH106,6,Other,Low,55.645477879308245,2.39,N
STU04825,SCH470,7,F,Low,51.14004324026138,2.22,N
STU04826,SCH147,4,F,Medium,75.2736374763046,1.9,Y
STU04827,SCH030,6,F,Low,61.34406532939815,1.51,Y
STU04828,SCH340,2,M,Medium,85.61662889105195,3.24,N
STU04829,SCH114,8,M,Medium,76.2228490418363,2.06,N
STU04830,SCH105,8,M,Low,69.02036997163346,3.35,Y
STU04831,SCH259,5,M,Low,53.05448150232855,2.38,N
STU04832,SCH003,10,M,Low,,2.43,N
STU04833,SCH221,4,M,Low,50,2.85,N
STU04834,SCH382,2,F,High,100,2.58,N
STU04835,SCH454,6,M,Medium,66.7511515736459,2.14,N
STU04836,SCH323,12,F,High,100,3.14,N
STU04837,SCH316,8,M,Medium,90.12021294707463,2.75,N
STU04838,SCH481,9,M,Medium,79.71090310247222,2.36,N
STU04839,SCH147,4,F,Low,64.37661811457187,2.88,N
STU04840,SCH295,10,F,Medium,97.07135115413523,3.28,N
STU04841,SCH120,6,M,High,78.64492515363168,2.66,N
STU04842,SCH484,8,F,High,,2.93,N
STU04843,SCH224,4,Other,Low,59.966129892900646,4.0,N
STU04844,SCH156,9,F,Medium,74.78332350135105,1.74,N
STU04845,SCH122,12,F,Medium,76.86876065009261,3.98,N
STU04846,SCH207,6,M,Medium,78.31044119436663,2.31,N
STU04847,SCH030,2,F,Medium,83.61834938412554,2.49,N
STU04848,SCH200,3,M,High,77.32316916375764,2.9,N
STU04849,SCH153,9,F,Low,77.18014392183674,3.22,N
STU04850,SCH058,2,F,Medium,,2.71,N
STU04851,SCH232,1,M,Low,67.33386180302647,2.65,N
STU04852,SCH319,3,F,High,93.9130444531943,2.54,N
STU04853,SCH245,4,F,Medium,84.99513214142168,3.34,N
STU04854,SCH337,9,F,Low,87.12892944284035,1.44,N
STU04855,SCH023,12,F,Low,65.08016921392455,2.02,N
STU04856,SCH180,6,F,Low,62.51222826811142,2.78,Y
STU04857,SCH289,11,F,Medium,90.35550697233975,2.42,N
STU04858,SCH309,2,F,Low,59.693277322217575,1.82,N
STU04859,SCH339,4,F,Low,82.17199736160133,0.58,N
STU04860,SCH393,11,F,Medium,94.499417213456,2.86,N
STU04861,SCH266,1,Other,Medium,85.52940865224018,2.36,N
STU04862,SCH416,4,F,High,63.508756607816764,2.8,N
STU04863,SCH029,4,M,High,100,3.15,N
STU04864,SCH395,6,F,Medium,79.69846813209571,2.56,N
STU04865,SCH450,4,F,Low,70.7373098497606,1.93,N
STU04866,SCH114,10,M,Medium,92.64310856943881,1.66,N
STU04867,SCH339,5,F,Medium,77.8494685553471,1.73,N
STU04868,SCH076,7,F,Low,53.078019813607625,2.6,N
STU04869,SCH286,11,M,Medium,84.2920243878558,2.37,Y
STU04870,SCH471,11,F,Low,52.95401759548667,3.09,N
STU04871,SCH107,10,F,Low,88.48561403227977,2.05,N
STU04872,SCH070,1,M,High,86.17156586625825,2.86,Y
STU04873,SCH027,12,M,Medium,97.9749899822804,2.14,N
STU04874,SCH242,5,M,Medium,74.34040175201436,2.94,N
STU04875,SCH277,1,F,Low,81.3925445851384,2.5,N
STU04876,SCH093,11,M,Medium,80.5349339227404,3.2,N
STU04877,SCH470,1,F,High,84.22428803638371,1.96,Y
STU04878,SCH163,5,F,Low,65.39275785044538,1.55,Y
STU04879,SCH330,1,F,Low,70.48712365150337,2.32,N
STU04880,SCH364,7,F,Medium,71.5143133409221,2.48,N
STU04881,SCH101,1,F,Medium,85.32246159464198,3.13,N
STU04882,SCH298,9,F,Low,69.72872425060177,2.39,Y
STU04883,SCH146,10,F,Low,71.10934519775196,2.78,N
STU04884,SCH310,12,M,Medium,71.5872029097117,2.41,N
STU04885,SCH325,1,M,High,,2.85,N
STU04886,SCH016,4,F,Low,,2.23,N
STU04887,SCH217,1,F,Medium,90.75005847547168,3.16,N
STU04888,SCH456,6,F,Low,68.91519468459889,2.9,N
STU04889,SCH022,11,M,Medium,75.94680052524141,2.77,N
STU04890,SCH020,10,M,Low,66.09873059652084,3.33,N
STU04891,SCH144,6,F,High,,2.46,N
STU04892,SCH436,9,M,High,,2.66,N
STU04893,SCH355,12,F,Low,65.97182863463246,2.72,Y
STU04894,SCH317,7,M,Medium,84.25112781306906,2.51,N
STU04895,SCH073,7,F,Low,60.30644328990502,1.97,N
STU04896,SCH149,7,F,High,82.01143690814048,1.53,N
STU04897,SCH092,3,F,Medium,67.96226110892354,2.38,N
STU04898,SCH386,4,F,Medium,75.8249406595651,2.31,Y
STU04899,SCH201,12,M,Low,50,3.6,N
STU04900,SCH064,5,F,Medium,83.69184098312306,2.81,N
STU04901,SCH465,1,M,High,95.25992538042614,1.82,N
STU04902,SCH229,12,F,Medium,90.10100096500804,1.82,N
STU04903,SCH277,4,F,Low,76.90990340233085,1.61,Y
STU04904,SCH414,12,M,Medium,85.11755276435494,2.77,N
STU04905,SCH212,5,F,Medium,83.76247735092356,3.0,N
STU04906,SCH382,5,M,Low,75.79211559589805,2.13,N
STU04907,SCH479,5,F,Low,70.46549345758129,3.07,N
STU04908,SCH141,2,F,Low,69.77006376154426,3.14,N
STU04909,SCH018,1,F,Medium,84.78169434265544,1.33,N
STU04910,SCH200,11,F,Low,74.06341109840828,3.94,Y
STU04911,SCH396,2,M,High,92.01603008961543,2.92,N
STU04912,SCH393,1,M,Medium,93.29604259495326,2.31,N
STU04913,SCH169,7,M,Low,66.45824178830296,1.58,Y
STU04914,SCH065,9,M,Low,76.10908022824361,2.85,N
STU04915,SCH450,6,M,High,94.12930418341176,3.25,N
STU04916,SCH417,3,M,Medium,68.80158257491577,2.13,Y
STU04917,SCH463,6,M,Medium,100,2.39,N
STU04918,SCH440,2,M,Low,66.60027029849863,2.45,N
STU04919,SCH279,2,M,Low,58.42655338955982,3.64,N
STU04920,SCH219,12,F,Low,70.77838870463515,1.71,N
STU04921,SCH444,8,M,Low,61.394077781577984,1.1,Y
STU04922,SCH022,10,M,Low,59.78970028013455,1.82,N
STU04923,SCH177,12,M,Medium,89.9394290474186,2.03,N
STU04924,SCH348,4,M,Medium,92.10243148463078,3.48,N
STU04925,SCH178,11,F,Medium,91.2494026903008,2.35,N
STU04926,SCH273,2,M,High,81.12891597364474,1.43,N
STU04927,SCH160,3,F,Medium,73.92976501983009,1.9,N
STU04928,SCH461,5,M,Medium,90.55461104919439,4.0,Y
STU04929,SCH024,12,F,Medium,88.99857308779048,1.11,N
STU04930,SCH262,12,F,High,77.11015845668501,2.59,N
STU04931,SCH195,11,M,Medium,85.6988594020821,1.99,N
STU04932,SCH154,3,M,Low,66.96233394109548,1.63,N
STU04933,SCH029,7,F,Low,67.44073021851946,2.95,Y
STU04934,SCH467,4,F,Low,66.8746941529614,2.88,N
STU04935,SCH070,4,F,Medium,74.04428980275154,3.74,N
STU04936,SCH461,12,F,High,83.80584062076757,2.34,N
STU04937,SCH063,1,F,Low,67.64490608872325,2.1,Y
STU04938,SCH404,11,F,Low,66.14724768857043,2.9,N
STU04939,SCH477,2,F,Medium,92.68490586002788,3.05,N
STU04940,SCH063,8,F,Low,63.625516289578606,2.4,Y
STU04941,SCH298,12,F,Low,83.79286846420027,3.16,Y
STU04942,SCH013,9,M,Medium,67.62541074943829,2.57,N
STU04943,SCH308,7,F,Medium,82.31885488977446,2.41,N
STU04944,SCH368,4,F,Low,55.16403873833529,2.21,N
STU04945,SCH244,6,F,Medium,99.4924461855513,2.91,N
STU04946,SCH060,4,M,Medium,65.07070873478833,3.35,N
STU04947,SCH471,2,F,High,88.7170361832733,2.25,Y
STU04948,SCH471,2,F,Low,70.73810835026572,1.9,N
STU04949,SCH136,6,M,Medium,81.23795426986914,3.55,N
STU04950,SCH061,12,M,Medium,72.82615968104233,1.19,N
STU04951,SCH409,4,F,Medium,84.49357421774931,2.44,N
STU04952,SCH004,5,F,Medium,94.58694855498767,2.51,N
STU04953,SCH181,4,F,High,86.62734150847766,3.23,N
STU04954,SCH083,11,M,Low,75.96632186000888,1.97,N
STU04955,SCH352,7,F,Low,74.23998048433295,2.64,N
STU04956,SCH258,4,M,Low,75.0234077334355,2.62,N
STU04957,SCH226,2,F,Medium,76.43465302866723,2.13,N
STU04958,SCH006,11,M,Low,65.02866081466226,2.36,N
STU04959,SCH292,2,M,High,100,2.65,N
STU04960,SCH017,11,M,High,86.83923138109122,2.51,N
STU04961,SCH335,11,F,Low,73.45030786996898,2.78,N
STU04962,SCH450,12,F,High,90.10736388310768,2.49,N
STU04963,SCH409,5,F,High,82.36449098967229,2.85,Y
STU04964,SCH200,9,F,Medium,74.67836212370896,2.15,N
STU04965,SCH158,6,M,Low,73.85169416649657,1.62,N
STU04966,SCH271,1,M,Medium,71.62003283654053,3.22,N
STU04967,SCH378,12,M,Medium,77.52418352736203,2.47,N
STU04968,SCH086,1,F,Medium,87.00802834520117,2.63,N
STU04969,SCH391,11,F,Medium,72.86669962971263,2.26,N
STU04970,SCH251,4,F,Low,77.93217323610999,2.04,N
STU04971,SCH185,10,F,Low,62.45359188716533,2.12,Y
STU04972,SCH132,12,F,Medium,84.3038782134549,2.09,N
STU04973,SCH013,12,M,Medium,78.89393201726448,2.64,N
STU04974,SCH438,2,F,Medium,91.18838092085615,1.76,N
STU04975,SCH208,1,M,Low,72.27727613693678,2.34,N
STU04976,SCH055,4,M,Low,78.64517528070876,1.94,N
STU04977,SCH212,12,F,Low,82.32523043406675,3.33,N
STU04978,SCH310,1,F,Medium,67.08902121891533,2.16,Y
STU04979,SCH479,4,M,High,85.74454793366326,4.0,N
STU04980,SCH010,3,M,Medium,71.5607991583369,3.67,N
STU04981,SCH176,12,F,Low,54.86694403914712,1.81,N
STU04982,SCH314,12,F,Medium,79.5071637452144,1.91,N
STU04983,SCH019,7,F,Low,62.85681012673201,2.0,Y
STU04984,SCH093,5,F,Low,68.44526725812341,3.31,N
STU04985,SCH291,6,Other,High,99.79034898010532,3.16,N
STU04986,SCH241,1,M,Medium,89.19199164467463,2.56,N
STU04987,SCH317,2,M,Medium,,1.83,N
STU04988,SCH172,3,M,Medium,77.9039656274615,1.68,N
STU04989,SCH321,10,M,Medium,,3.31,N
STU04990,SCH218,6,F,Low,80.2051923337767,2.78,N
STU04991,SCH282,5,F,High,88.85165721835716,2.33,N
STU04992,SCH243,2,F,Low,54.29860651129853,2.93,N
STU04993,SCH419,12,M,High,94.55431458616052,2.55,N
STU04994,SCH438,4,F,Medium,83.0609963351591,3.17,N
STU04995,SCH251,4,F,Low,57.1141357325802,1.96,N
STU04996,SCH305,4,M,Low,56.935147945916576,2.56,N
STU04997,SCH380,4,M,Medium,66.29685590312593,2.02,N
STU04998,SCH382,1,F,Medium,79.35395550218242,2.32,N
STU04999,SCH227,11,M,Medium,73.10100442876819,2.56,N
STU05000,SCH013,9,F,Low,74.97842920531743,2.59,Y
STU05001,SCH372,3,M,Medium,97.33056915841057,3.43,N
STU05002,SCH329,7,F,Low,81.22188037798284,2.55,N
